decade,date,year,city,index,value,tmstmp
2061-2070,2061-01-01,2061,Lisbon,tx10p,1.83561641871929,28717632e5
2061-2070,2061-01-01,2061,London,tx10p,2.87671232223511,28717632e5
2061-2070,2061-01-01,2061,Madrid,tx10p,2.16438353359699,28717632e5
2061-2070,2061-01-01,2061,Paris,tx10p,3.53424655199051,28717632e5
2061-2070,2061-01-01,2061,Roma,tx10p,3.5205479323864,28717632e5
2061-2070,2061-01-01,2061,Warsaw,tx10p,2.87671232223511,28717632e5
2071-2080,2071-01-01,2071,Athens,tx10p,1.49315069913864,3187296e6
2071-2080,2071-01-01,2071,Berlin,tx10p,1.97260272800922,3187296e6
2071-2080,2071-01-01,2071,Brussels,tx10p,1.91780821681023,3187296e6
2071-2080,2071-01-01,2071,Budapest,tx10p,1.86301371455193,3187296e6
2071-2080,2071-01-01,2071,Lisbon,tx10p,1.49315068125725,3187296e6
2071-2080,2071-01-01,2071,London,tx10p,1.58904108405113,3187296e6
2071-2080,2071-01-01,2071,Madrid,tx10p,1.58904111087322,3187296e6
2071-2080,2071-01-01,2071,Paris,tx10p,1.89041094183922,3187296e6
2071-2080,2071-01-01,2071,Roma,tx10p,2.0136986553669,3187296e6
2071-2080,2071-01-01,2071,Warsaw,tx10p,1.58904108405113,3187296e6
2081-2080,2081-01-01,2081,Athens,tx10p,1.19178080260754,35029152e5
2081-2080,2081-01-01,2081,Berlin,tx10p,1.64383559823036,35029152e5
2081-2080,2081-01-01,2081,Brussels,tx10p,1.31506849527359,35029152e5
2081-2080,2081-01-01,2081,Budapest,tx10p,1.64383559823036,35029152e5
2081-2080,2081-01-01,2081,Lisbon,tx10p,0.76712328493595106,35029152e5
2081-2080,2081-01-01,2081,London,tx10p,0.602739730477333,35029152e5
2081-2080,2081-01-01,2081,Madrid,tx10p,0.95890411734581,35029152e5
2081-2080,2081-01-01,2081,Paris,tx10p,1.19178082495928,35029152e5
2081-2080,2081-01-01,2081,Roma,tx10p,1.24657535851002,35029152e5
2081-2080,2081-01-01,2081,Warsaw,tx10p,0.602739730477333,35029152e5
2091-2100,2091-01-01,2091,Athens,tx10p,0.30136986374855,3818448e6
2091-2100,2091-01-01,2091,Berlin,tx10p,1.1232876598835,3818448e6
2091-2100,2091-01-01,2091,Brussels,tx10p,0.904109588265419,3818448e6
2091-2100,2091-01-01,2091,Budapest,tx10p,1.19178082346916,3818448e6
2091-2100,2091-01-01,2091,Lisbon,tx10p,0.287671233713627,3818448e6
2091-2100,2091-01-01,2091,London,tx10p,0.547945213317871,3818448e6
2091-2100,2091-01-01,2091,Madrid,tx10p,0.767123299837112,3818448e6
2091-2100,2091-01-01,2091,Paris,tx10p,0.698630140721798,3818448e6
2091-2100,2091-01-01,2091,Roma,tx10p,0.89041097164154,3818448e6
2091-2100,2091-01-01,2091,Warsaw,tx10p,0.547945213317871,3818448e6
1971-1980,1971-01-01,1971,Athens,tx90p,5.5342465877533,31536e6
1971-1980,1971-01-01,1971,Berlin,tx90p,7.9178081035614,31536e6
1971-1980,1971-01-01,1971,Brussels,tx90p,7.89041090011597,31536e6
1971-1980,1971-01-01,1971,Budapest,tx90p,6.97260267734528,31536e6
1971-1980,1971-01-01,1971,Lisbon,tx90p,8.53424661159515,31536e6
1971-1980,1971-01-01,1971,London,tx90p,7.68493146896362,31536e6
1971-1980,1971-01-01,1971,Madrid,tx90p,6.79452052116394,31536e6
1971-1980,1971-01-01,1971,Paris,tx90p,7.63013694286346,31536e6
1971-1980,1971-01-01,1971,Roma,tx90p,6.2054794549942,31536e6
1971-1980,1971-01-01,1971,Warsaw,tx90p,7.68493146896362,31536e6
1981-1990,1981-01-01,1981,Athens,tx90p,5.82191779613495,3471552e5
1981-1990,1981-01-01,1981,Berlin,tx90p,7.91780824661255,3471552e5
1981-1990,1981-01-01,1981,Brussels,tx90p,7.94520554542541,3471552e5
1981-1990,1981-01-01,1981,Budapest,tx90p,7.3424656867981,3471552e5
1981-1990,1981-01-01,1981,Lisbon,tx90p,7.93150672912598,3471552e5
1981-1990,1981-01-01,1981,London,tx90p,7.98630135059357,3471552e5
1981-1990,1981-01-01,1981,Madrid,tx90p,7.80821924209595,3471552e5
1981-1990,1981-01-01,1981,Paris,tx90p,7.479452085495,3471552e5
1981-1990,1981-01-01,1981,Roma,tx90p,6.79452058076859,3471552e5
1981-1990,1981-01-01,1981,Warsaw,tx90p,7.98630135059357,3471552e5
1991-2000,1991-01-01,1991,Athens,tx90p,10.7945204734802,662688e6
1991-2000,1991-01-01,1991,Berlin,tx90p,10.5205478668213,662688e6
1991-2000,1991-01-01,1991,Brussels,tx90p,10.8219178199768,662688e6
1991-2000,1991-01-01,1991,Budapest,tx90p,10.7123287677765,662688e6
1991-2000,1991-01-01,1991,Lisbon,tx90p,8.65753421783447,662688e6
1991-2000,1991-01-01,1991,London,tx90p,10.3013698101044,662688e6
1991-2000,1991-01-01,1991,Madrid,tx90p,8.23287663459778,662688e6
1991-2000,1991-01-01,1991,Paris,tx90p,10.7123286724091,662688e6
1991-2000,1991-01-01,1991,Roma,tx90p,10.5205478549004,662688e6
1991-2000,1991-01-01,1991,Warsaw,tx90p,10.3013698101044,662688e6
2001-2010,2001-01-01,2001,Athens,tx90p,11.9452054977417,9783072e5
2001-2010,2001-01-01,2001,Berlin,tx90p,11.5342467308044,9783072e5
2001-2010,2001-01-01,2001,Brussels,tx90p,11.2876709699631,9783072e5
2001-2010,2001-01-01,2001,Budapest,tx90p,11.4246574878693,9783072e5
2001-2010,2001-01-01,2001,Lisbon,tx90p,12.9452052593231,9783072e5
2001-2010,2001-01-01,2001,London,tx90p,11.7123286664486,9783072e5
2001-2010,2001-01-01,2001,Madrid,tx90p,13.8082191467285,9783072e5
2001-2010,2001-01-01,2001,Paris,tx90p,11.6164383172989,9783072e5
2001-2010,2001-01-01,2001,Roma,tx90p,11.8904109239578,9783072e5
2001-2010,2001-01-01,2001,Warsaw,tx90p,11.7123286664486,9783072e5
2011-2020,2011-01-01,2011,Athens,tx90p,14.0273972511292,129384e7
2011-2020,2011-01-01,2011,Berlin,tx90p,12.3013700962067,129384e7
2011-2020,2011-01-01,2011,Brussels,tx90p,12.1917808532715,129384e7
2011-2020,2011-01-01,2011,Budapest,tx90p,16.0273970603943,129384e7
2011-2020,2011-01-01,2011,Lisbon,tx90p,15.7945208072662,129384e7
2011-2020,2011-01-01,2011,London,tx90p,11.9999999046326,129384e7
2011-2020,2011-01-01,2011,Madrid,tx90p,15.7945205211639,129384e7
2011-2020,2011-01-01,2011,Paris,tx90p,12.5479451179504,129384e7
2011-2020,2011-01-01,2011,Roma,tx90p,14.9315068721771,129384e7
2011-2020,2011-01-01,2011,Warsaw,tx90p,11.9999999046326,129384e7
2021-2030,2021-01-01,2021,Athens,tx90p,17.2054793357849,16094592e5
2021-2030,2021-01-01,2021,Berlin,tx90p,14.9041095733643,16094592e5
2021-2030,2021-01-01,2021,Brussels,tx90p,15.0684930801392,16094592e5
2021-2030,2021-01-01,2021,Budapest,tx90p,17.178082036972,16094592e5
2021-2030,2021-01-01,2021,Lisbon,tx90p,14.2602739334106,16094592e5
2021-2030,2021-01-01,2021,London,tx90p,15.3150683879852,16094592e5
2021-2030,2021-01-01,2021,Madrid,tx90p,17.0821918964386,16094592e5
2021-2030,2021-01-01,2021,Paris,tx90p,14.4383559703827,16094592e5
2021-2030,2021-01-01,2021,Roma,tx90p,17.9999998569489,16094592e5
2021-2030,2021-01-01,2021,Warsaw,tx90p,15.3150683879852,16094592e5
2031-2040,2031-01-01,2031,Athens,tx90p,17.890410900116,1924992e6
2031-2040,2031-01-01,2031,Berlin,tx90p,16.8767124176025,1924992e6
2031-2040,2031-01-01,2031,Brussels,tx90p,16.0547945976257,1924992e6
2031-2040,2031-01-01,2031,Budapest,tx90p,16.12328748703,1924992e6
2031-2040,2031-01-01,2031,Lisbon,tx90p,17.1095890522003,1924992e6
2031-2040,2031-01-01,2031,London,tx90p,16.8767123222351,1924992e6
2031-2040,2031-01-01,2031,Madrid,tx90p,19.1643835067749,1924992e6
2031-2040,2031-01-01,2031,Paris,tx90p,16.1095889091492,1924992e6
2031-2040,2031-01-01,2031,Roma,tx90p,17.8219179153442,1924992e6
2031-2040,2031-01-01,2031,Warsaw,tx90p,16.8767123222351,1924992e6
2041-2050,2041-01-01,2041,Athens,tx90p,23.7123290538788,22406112e5
2041-2050,2041-01-01,2041,Berlin,tx90p,13.5616435527802,22406112e5
2041-2050,2041-01-01,2041,Brussels,tx90p,16.2739727020264,22406112e5
2041-2050,2041-01-01,2041,Budapest,tx90p,17.6438355445862,22406112e5
2041-2050,2041-01-01,2041,Lisbon,tx90p,20.3698632240295,22406112e5
2041-2050,2041-01-01,2041,London,tx90p,19.0136985778809,22406112e5
2041-2050,2041-01-01,2041,Madrid,tx90p,22.8630138397217,22406112e5
2041-2050,2041-01-01,2041,Paris,tx90p,17.4246573925018,22406112e5
2041-2050,2041-01-01,2041,Roma,tx90p,17.6986302852631,22406112e5
2041-2050,2041-01-01,2041,Warsaw,tx90p,19.0136985778809,22406112e5
2051-2060,2051-01-01,2051,Athens,tx90p,25.1780825614929,2556144e6
2051-2060,2051-01-01,2051,Berlin,tx90p,19.2876711845398,2556144e6
2051-2060,2051-01-01,2051,Brussels,tx90p,18.8493152618408,2556144e6
2051-2060,2051-01-01,2051,Budapest,tx90p,20.2191780090332,2556144e6
2051-2060,2051-01-01,2051,Lisbon,tx90p,22.0958904743195,2556144e6
2051-2060,2051-01-01,2051,London,tx90p,21.3013698577881,2556144e6
2051-2060,2051-01-01,2051,Madrid,tx90p,25.4794522285461,2556144e6
2051-2060,2051-01-01,2051,Paris,tx90p,19.3150686264038,2556144e6
2051-2060,2051-01-01,2051,Roma,tx90p,22.0410960197449,2556144e6
2051-2060,2051-01-01,2051,Warsaw,tx90p,21.3013698577881,2556144e6
2061-2070,2061-01-01,2061,Athens,tx90p,29.2465755462646,28717632e5
2061-2070,2061-01-01,2061,Berlin,tx90p,16.9315069198608,28717632e5
2061-2070,2061-01-01,2061,Brussels,tx90p,18.7671234130859,28717632e5
2061-2070,2061-01-01,2061,Budapest,tx90p,20.7808220863342,28717632e5
2061-2070,2061-01-01,2061,Lisbon,tx90p,26.6301370620728,28717632e5
2061-2070,2061-01-01,2061,London,tx90p,21.6712329864502,28717632e5
2061-2070,2061-01-01,2061,Madrid,tx90p,33.1095886230469,28717632e5
2061-2070,2061-01-01,2061,Paris,tx90p,18.8493152618408,28717632e5
2061-2070,2061-01-01,2061,Roma,tx90p,26.7534248352051,28717632e5
2061-2070,2061-01-01,2061,Warsaw,tx90p,21.6712329864502,28717632e5
2071-2080,2071-01-01,2071,Athens,tx90p,35.6849314689636,3187296e6
2071-2080,2071-01-01,2071,Berlin,tx90p,26.7397264480591,3187296e6
2071-2080,2071-01-01,2071,Brussels,tx90p,25.9452056884766,3187296e6
2071-2080,2071-01-01,2071,Budapest,tx90p,28.945205783844,3187296e6
2071-2080,2071-01-01,2071,Lisbon,tx90p,34.5616439819336,3187296e6
2071-2080,2071-01-01,2071,London,tx90p,30.6849312782288,3187296e6
2071-2080,2071-01-01,2071,Madrid,tx90p,37.6712331771851,3187296e6
2071-2080,2071-01-01,2071,Paris,tx90p,27.7123286247253,3187296e6
2071-2080,2071-01-01,2071,Roma,tx90p,35.3424656867981,3187296e6
2071-2080,2071-01-01,2071,Warsaw,tx90p,30.6849312782288,3187296e6
2081-2080,2081-01-01,2081,Athens,tx90p,46.8630135536194,35029152e5
2081-2080,2081-01-01,2081,Berlin,tx90p,31.4246580123901,35029152e5
2081-2080,2081-01-01,2081,Brussels,tx90p,31.7808223724365,35029152e5
2081-2080,2081-01-01,2081,Budapest,tx90p,34.9589038848877,35029152e5
2081-2080,2081-01-01,2081,Lisbon,tx90p,40.2054798126221,35029152e5
2081-2080,2081-01-01,2081,London,tx90p,37.7808218002319,35029152e5
2081-2080,2081-01-01,2081,Madrid,tx90p,46.2739723205566,35029152e5
2081-2080,2081-01-01,2081,Paris,tx90p,33.1780820846558,35029152e5
2081-2080,2081-01-01,2081,Roma,tx90p,43.9726027488708,35029152e5
2081-2080,2081-01-01,2081,Warsaw,tx90p,37.7808218002319,35029152e5
2091-2100,2091-01-01,2091,Athens,tx90p,52.3424652099609,3818448e6
2091-2100,2091-01-01,2091,Berlin,tx90p,33.8630136489868,3818448e6
2091-2100,2091-01-01,2091,Brussels,tx90p,32.0547946929932,3818448e6
2091-2100,2091-01-01,2091,Budapest,tx90p,40.7260272979736,3818448e6
2091-2100,2091-01-01,2091,Lisbon,tx90p,46.9999998092651,3818448e6
2091-2100,2091-01-01,2091,London,tx90p,39.2054798126221,3818448e6
2091-2100,2091-01-01,2091,Madrid,tx90p,51.6301370620728,3818448e6
2091-2100,2091-01-01,2091,Paris,tx90p,34.4109592437744,3818448e6
2091-2100,2091-01-01,2091,Roma,tx90p,50.0000003814697,3818448e6
2091-2100,2091-01-01,2091,Warsaw,tx90p,39.2054798126221,3818448e6
